;Sentiment;Text Tweet;step01;tokens;final_tokens;step02
186;positive;41 Vlog dan nunggu 22 hari setelah tanggal rilis baru nonton, kece banget, cerita yang tak tertebak sama sekali. Film THE GUYS @radityadika;  vlog dan nunggu   hari setelah tanggal rilis baru nonton kece banget cerita yang tak tertebak sama sekali film the guys radityadika;['vlog', 'dan', 'nunggu', 'hari', 'setelah', 'tanggal', 'rilis', 'baru', 'nonton', 'kece', 'banget', 'cerita', 'yang', 'tak', 'tertebak', 'sama', 'sekali', 'film', 'the', 'guys', 'radityadika'];['vlog', 'dan', 'nunggu', 'hari', 'setelah', 'tanggal', 'rilis', 'baru', 'nonton', 'kece', 'banget', 'cerita', 'yang', 'tak', 'tertebak', 'sama', 'sekali', 'film', 'the', 'guys', 'radityadika'];vlog dan nunggu hari setelah tanggal rilis baru nonton kece banget cerita yang tak tertebak sama sekali film the guys radityadika
187;positive;Kmrn nonton film THE GUYS di situ bener2 ngerasain bgt bahwa sahabat lebih dari segala2''y knapa bang kalau bkn film sllu keren @radityadika;kmrn nonton film the guys di situ bener ngerasain bgt bahwa sahabat lebih dari segala knapa bang kalau bkn film sllu keren radityadika;['kmrn', 'nonton', 'film', 'the', 'guys', 'di', 'situ', 'bener', 'ngerasain', 'bgt', 'bahwa', 'sahabat', 'lebih', 'dari', 'segala', 'knapa', 'bang', 'kalau', 'bkn', 'film', 'sllu', 'keren', 'radityadika'];['kmrn', 'nonton', 'film', 'the', 'guys', 'di', 'situ', 'bener', 'ngerasain', 'bgt', 'bahwa', 'sahabat', 'lebih', 'dari', 'segala', 'knapa', 'bang', 'kalau', 'bkn', 'film', 'sllu', 'keren', 'radityadika'];kmrn nonton film the guys di situ bener ngerasain bgt bahwa sahabat lebih dari segala knapa bang kalau bkn film sllu keren radityadika
188;positive;Kartini... pemamarannya sangat sederhana dan apa adanya yang justru membuat film ini sangat enak untuk dinikmati @Hanungbramantyo;kartini pemamarannya sangat sederhana dan apa adanya yang justru membuat film ini sangat enak untuk dinikmati hanungbramantyo;['kartini', 'pemamarannya', 'sangat', 'sederhana', 'dan', 'apa', 'adanya', 'yang', 'justru', 'membuat', 'film', 'ini', 'sangat', 'enak', 'untuk', 'dinikmati', 'hanungbramantyo'];['kartini', 'pemamarannya', 'sangat', 'sederhana', 'dan', 'apa', 'adanya', 'yang', 'justru', 'membuat', 'film', 'ini', 'sangat', 'enak', 'untuk', 'dinikmati', 'hanungbramantyo'];kartini pemamarannya sangat sederhana dan apa adanya yang justru membuat film ini sangat enak untuk dinikmati hanungbramantyo
189;positive;Abis ntn film Kartini. Bnr2 menginspirasi dan makin membuka pikiran.;abis ntn film kartini bnr menginspirasi dan makin membuka pikiran;['abis', 'ntn', 'film', 'kartini', 'bnr', 'menginspirasi', 'dan', 'makin', 'membuka', 'pikiran'];['abis', 'ntn', 'film', 'kartini', 'bnr', 'menginspirasi', 'dan', 'makin', 'membuka', 'pikiran'];abis ntn film kartini bnr menginspirasi dan makin membuka pikiran
190;positive;baru nonton Kartini, salah satu film nasional yg sangat recommended untuk ditonton. saya nangis, campur aduk rasanya :'');baru nonton kartini salah satu film nasional yg sangat recommended untuk ditonton saya nangis campur aduk rasanya;['baru', 'nonton', 'kartini', 'salah', 'satu', 'film', 'nasional', 'yg', 'sangat', 'recommended', 'untuk', 'ditonton', 'saya', 'nangis', 'campur', 'aduk', 'rasanya'];['baru', 'nonton', 'kartini', 'salah', 'satu', 'film', 'nasional', 'yg', 'sangat', 'recommended', 'untuk', 'ditonton', 'saya', 'nangis', 'campur', 'aduk', 'rasanya'];baru nonton kartini salah satu film nasional yg sangat recommended untuk ditonton saya nangis campur aduk rasanya
191;positive;Film Kartini *sangat niat banget lihat film ini dan keren sekali dimana banyak scene2 yg sy harus menitikkan air mata #filmkartini #kartini ;film kartini sangat niat banget lihat film ini dan keren sekali dimana banyak scene yg sy harus menitikkan air mata;['film', 'kartini', 'sangat', 'niat', 'banget', 'lihat', 'film', 'ini', 'dan', 'keren', 'sekali', 'dimana', 'banyak', 'scene', 'yg', 'sy', 'harus', 'menitikkan', 'air', 'mata'];['film', 'kartini', 'sangat', 'niat', 'banget', 'lihat', 'film', 'ini', 'dan', 'keren', 'sekali', 'dimana', 'banyak', 'scene', 'yg', 'sy', 'harus', 'menitikkan', 'air', 'mata'];film kartini sangat niat banget lihat film ini dan keren sekali dimana banyak scene yg sy harus menitikkan air mata
192;positive;KARTINI adalah salah satu film Indonesia bertema sejarah terbaik yg pernah dibuat. Digarap dgn serius dan tema msh relevan dgn kondisi skrg.;ka ini adalah salah satu film indonesia bertema sejarah terbaik yg pernah dibuat digarap dgn serius dan tema msh relevan dgn kondisi skrg;['ka', 'ini', 'adalah', 'salah', 'satu', 'film', 'indonesia', 'bertema', 'sejarah', 'terbaik', 'yg', 'pernah', 'dibuat', 'digarap', 'dgn', 'serius', 'dan', 'tema', 'msh', 'relevan', 'dgn', 'kondisi', 'skrg'];['ka', 'ini', 'adalah', 'salah', 'satu', 'film', 'indonesia', 'bertema', 'sejarah', 'terbaik', 'yg', 'pernah', 'dibuat', 'digarap', 'dgn', 'serius', 'dan', 'tema', 'msh', 'relevan', 'dgn', 'kondisi', 'skrg'];ka ini adalah salah satu film indonesia bertema sejarah terbaik yg pernah dibuat digarap dgn serius dan tema msh relevan dgn kondisi skrg
193;positive;harusnya memang begini... Film kartini memang harus di tonton generasi muda http://fb.me/6tQqDGGLJ ;harusnya memang begini film kartini memang harus di tonton generasi muda fb metqqdgglj;['harusnya', 'memang', 'begini', 'film', 'kartini', 'memang', 'harus', 'di', 'tonton', 'generasi', 'muda', 'fb', 'metqqdgglj'];['harusnya', 'memang', 'begini', 'film', 'kartini', 'memang', 'harus', 'di', 'tonton', 'generasi', 'muda', 'fb', 'metqqdgglj'];harusnya memang begini film kartini memang harus di tonton generasi muda fb metqqdgglj
194;positive;Menurutku danur bagus dan cukup bangga dengan film horor hasil karya bangsa ini;menurutku danur bagus dan cukup bangga dengan film horor hasil karya bangsa ini;['menurutku', 'danur', 'bagus', 'dan', 'cukup', 'bangga', 'dengan', 'film', 'horor', 'hasil', 'karya', 'bangsa', 'ini'];['menurutku', 'danur', 'bagus', 'dan', 'cukup', 'bangga', 'dengan', 'film', 'horor', 'hasil', 'karya', 'bangsa', 'ini'];menurutku danur bagus dan cukup bangga dengan film horor hasil karya bangsa ini
195;positive;Fargo juga adaptasi dari film yang cukup berhasil. Season 1-nya the best! https://t.co/tkEEK3Evs9;fargo juga adaptasi dari film yang cukup berhasil season   nya the best cotkeekevs;['fargo', 'juga', 'adaptasi', 'dari', 'film', 'yang', 'cukup', 'berhasil', 'season', 'nya', 'the', 'best', 'cotkeekevs'];['fargo', 'juga', 'adaptasi', 'dari', 'film', 'yang', 'cukup', 'berhasil', 'season', 'nya', 'the', 'best', 'cotkeekevs'];fargo juga adaptasi dari film yang cukup berhasil season nya the best cotkeekevs
196;positive;637.000 waw ini sangat keren flm horor dng jumlah penonton segini dlm waktu 4 hari @prillybie @danurmovie;    waw ini sangat keren flm horor dng jumlah penonton segini dlm waktu   hari prillybie danurmovie;['waw', 'ini', 'sangat', 'keren', 'flm', 'horor', 'dng', 'jumlah', 'penonton', 'segini', 'dlm', 'waktu', 'hari', 'prillybie', 'danurmovie'];['waw', 'ini', 'sangat', 'keren', 'flm', 'horor', 'dng', 'jumlah', 'penonton', 'segini', 'dlm', 'waktu', 'hari', 'prillybie', 'danurmovie'];waw ini sangat keren flm horor dng jumlah penonton segini dlm waktu hari prillybie danurmovie
197;positive;@filmziarah film yang tenang dan menghanyutkan. Salut dengan Mbah Ponco yg bisa membawakan karakter Mbah Sri dengan sangat baik. #FilmZiarah;filmziarah film yang tenang dan menghanyutkan salut dengan mbah ponco yg bisa membawakan karakter mbah sri dengan sangat baik;['filmziarah', 'film', 'yang', 'tenang', 'dan', 'menghanyutkan', 'salut', 'dengan', 'mbah', 'ponco', 'yg', 'bisa', 'membawakan', 'karakter', 'mbah', 'sri', 'dengan', 'sangat', 'baik'];['filmziarah', 'film', 'yang', 'tenang', 'dan', 'menghanyutkan', 'salut', 'dengan', 'mbah', 'ponco', 'yg', 'bisa', 'membawakan', 'karakter', 'mbah', 'sri', 'dengan', 'sangat', 'baik'];filmziarah film yang tenang dan menghanyutkan salut dengan mbah ponco yg bisa membawakan karakter mbah sri dengan sangat baik
198;positive;Film yg amat menarik. Kisah cinta & kesetiaan yg disajikan secara tidak biasa. Bikin kgn nenek. Recomended movie @filmziarah #meiberziarah;film yg amat menarik kisah cinta kesetiaan yg disajikan secara tidak biasa bikin kgn nenek recomended movie filmziarah;['film', 'yg', 'amat', 'menarik', 'kisah', 'cinta', 'kesetiaan', 'yg', 'disajikan', 'secara', 'tidak', 'biasa', 'bikin', 'kgn', 'nenek', 'recomended', 'movie', 'filmziarah'];['film', 'yg', 'amat', 'menarik', 'kisah', 'cinta', 'kesetiaan', 'yg', 'disajikan', 'secara', 'tidak', 'biasa', 'bikin', 'kgn', 'nenek', 'recomended', 'movie', 'filmziarah'];film yg amat menarik kisah cinta kesetiaan yg disajikan secara tidak biasa bikin kgn nenek recomended movie filmziarah
199;positive;Nntn @filmziarah , film bagus, ada kali 5 menit penonton gak beranjak tetep ngliatin layar pdhl film dah selesai, msh spicles sm endingnya;nntn filmziarah film bagus ada kali   menit penonton gak beranjak tetep ngliatin layar pdhl film dah selesai msh spicles sm endingnya;['nntn', 'filmziarah', 'film', 'bagus', 'ada', 'kali', 'menit', 'penonton', 'gak', 'beranjak', 'tetep', 'ngliatin', 'layar', 'pdhl', 'film', 'dah', 'selesai', 'msh', 'spicles', 'sm', 'endingnya'];['nntn', 'filmziarah', 'film', 'bagus', 'ada', 'kali', 'menit', 'penonton', 'gak', 'beranjak', 'tetep', 'ngliatin', 'layar', 'pdhl', 'film', 'dah', 'selesai', 'msh', 'spicles', 'sm', 'endingnya'];nntn filmziarah film bagus ada kali menit penonton gak beranjak tetep ngliatin layar pdhl film dah selesai msh spicles sm endingnya
