;Unnamed: 0;Sentiment;Text Tweet;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
151;151;positive;Trust me. #GetOut itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana. Kalau sudah baca sana-sini ya beda;trust me itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana kalau sudah baca sana sini ya beda;['trust', 'me', 'itu', 'tipe', 'film', 'paling', 'nyaman', 'dinikmati', 'saat', 'kita', 'gak', 'tau', 'sama', 'sekali', 'filmnya', 'mau', 'kemana', 'kalau', 'sudah', 'baca', 'sana', 'sini', 'ya', 'beda'];['trust', 'me', 'itu', 'tipe', 'film', 'paling', 'nyaman', 'dinikmati', 'saat', 'kita', 'gak', 'tau', 'sama', 'sekali', 'filmnya', 'mau', 'kemana', 'kalau', 'sudah', 'baca', 'sana', 'sini', 'ya', 'beda'];trust me itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana kalau sudah baca sana sini ya beda;trust me itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana kalau sudah baca sana sini ya beda;trust me tipe film paling nyaman nikmat kita gak tau sama sekali film mau kalau baca sana sini beda
152;152;positive;Nonton film #getout berbudget minim tp hasilnya sungguh tk diduga bgtu jenius smp mkir brulang apa yg sbnrnya trjadi;nonton film berbudget minim tp hasilnya sungguh tk diduga bgtu jenius smp mkir brulang apa yg sbnrnya trjadi;['nonton', 'film', 'berbudget', 'minim', 'tp', 'hasilnya', 'sungguh', 'tk', 'diduga', 'bgtu', 'jenius', 'smp', 'mkir', 'brulang', 'apa', 'yg', 'sbnrnya', 'trjadi'];['nonton', 'film', 'berbudget', 'minim', 'tp', 'hasilnya', 'sungguh', 'tk', 'diduga', 'bgtu', 'jenius', 'smp', 'mkir', 'brulang', 'apa', 'yg', 'sbnrnya', 'trjadi'];nonton film berbudget minim tp hasilnya sungguh tk diduga bgtu jenius smp mkir brulang apa yg sbnrnya trjadi;nonton film berbudget minim tp hasilnya sungguh tk diduga bgtu jenius smp mkir brulang apa yg sbnrnya trjadi;nonton film berbudget minim tp hasil sungguh tk duga bgtu jenius smp mkir brulang apa sbnrnya trjadi
153;153;positive;Ini salah satu film yg simple tapi hasilnya luarbiasa. Ga aneh film #GetOut dapet critical acclaim.;ini salah satu film yg simple tapi hasilnya luarbiasa ga aneh film dapet critical acclaim;['ini', 'salah', 'satu', 'film', 'yg', 'simple', 'tapi', 'hasilnya', 'luarbiasa', 'ga', 'aneh', 'film', 'dapet', 'critical', 'acclaim'];['ini', 'salah', 'satu', 'film', 'yg', 'simple', 'tapi', 'hasilnya', 'luarbiasa', 'ga', 'aneh', 'film', 'dapet', 'critical', 'acclaim'];ini salah satu film yg simple tapi hasilnya luarbiasa ga aneh film dapet critical acclaim;ini salah satu film yg simple tapi hasilnya luarbiasa ga aneh film dapet critical acclaim;salah satu film simple hasil luarbiasa ga aneh film dapet critical acclaim
154;154;positive;Dan sy bahagia krn film sebagus @filmziarah ditonton oleh mrk. Kalaupun mrk ditugasi gurunya, gurunya itu bagus #filmziarah;dan sy bahagia krn film sebagus filmziarah ditonton oleh mrk kalaupun mrk ditugasi gurunya gurunya itu bagus;['dan', 'sy', 'bahagia', 'krn', 'film', 'sebagus', 'filmziarah', 'ditonton', 'oleh', 'mrk', 'kalaupun', 'mrk', 'ditugasi', 'gurunya', 'gurunya', 'itu', 'bagus'];['dan', 'sy', 'bahagia', 'krn', 'film', 'sebagus', 'filmziarah', 'ditonton', 'oleh', 'mrk', 'kalaupun', 'mrk', 'ditugasi', 'gurunya', 'gurunya', 'itu', 'bagus'];dan sy bahagia krn film sebagus filmziarah ditonton oleh mrk kalaupun mrk ditugasi gurunya gurunya itu bagus;dan sy bahagia krn film sebagus filmziarah ditonton oleh mrk kalaupun mrk ditugasi gurunya gurunya itu bagus;sy bahagia krn film bagus filmziarah tonton mrk kalaupun mrk tugas guru guru bagus
155;155;positive;pokoknya kalian harus nonton film kartini, asli KEREN ! @LegacyPictures @Hanungbramantyo nonton di bioskop ya, bikinnya susah loh;pokoknya kalian harus nonton film kartini asli keren legacypictures hanungbramantyo nonton di bioskop ya bikinnya susah loh;['pokoknya', 'kalian', 'harus', 'nonton', 'film', 'kartini', 'asli', 'keren', 'legacypictures', 'hanungbramantyo', 'nonton', 'di', 'bioskop', 'ya', 'bikinnya', 'susah', 'loh'];['pokoknya', 'kalian', 'harus', 'nonton', 'film', 'kartini', 'asli', 'keren', 'legacypictures', 'hanungbramantyo', 'nonton', 'di', 'bioskop', 'ya', 'bikinnya', 'susah', 'loh'];pokoknya kalian harus nonton film kartini asli keren legacypictures hanungbramantyo nonton di bioskop ya bikinnya susah loh;pokoknya kalian harus nonton film kartini asli keren legacypictures hanungbramantyo nonton di bioskop ya bikinnya susah loh;pokok kalian nonton film kartini asli keren legacypictures hanungbramantyo nonton bioskop bikin susah
156;156;positive;Film Kartini bagus banget, sebelah saya sampe nangis, artinya film ini mampu memberikan keresahan pada penontonnya.;film kartini bagus banget sebelah saya sampe nangis artinya film ini mampu memberikan keresahan pada penontonnya;['film', 'kartini', 'bagus', 'banget', 'sebelah', 'saya', 'sampe', 'nangis', 'artinya', 'film', 'ini', 'mampu', 'memberikan', 'keresahan', 'pada', 'penontonnya'];['film', 'kartini', 'bagus', 'banget', 'sebelah', 'saya', 'sampe', 'nangis', 'artinya', 'film', 'ini', 'mampu', 'memberikan', 'keresahan', 'pada', 'penontonnya'];film kartini bagus banget sebelah saya sampe nangis artinya film ini mampu memberikan keresahan pada penontonnya;film kartini bagus banget sebelah saya sampe nangis artinya film ini mampu memberikan keresahan pada penontonnya;film kartini bagus banget belah sampe nang arti film mampu beri resah tonton
157;157;positive;Ini film keren, banyak falsafah hidup. Salut;ini film keren banyak falsafah hidup salut;['ini', 'film', 'keren', 'banyak', 'falsafah', 'hidup', 'salut'];['ini', 'film', 'keren', 'banyak', 'falsafah', 'hidup', 'salut'];ini film keren banyak falsafah hidup salut;ini film keren banyak falsafah hidup salut;film keren banyak falsafah hidup salut
158;158;positive;Males2an diajak liat The Guys, karena masih ngerasa duit terbang percuma pasca nonton Hangout. Eh ini beda ternyata tjoy, film ini keren.;malesan diajak liat the guys karena masih ngerasa duit terbang percuma pasca nonton hangout eh ini beda ternyata tjoy film ini keren;['malesan', 'diajak', 'liat', 'the', 'guys', 'karena', 'masih', 'ngerasa', 'duit', 'terbang', 'percuma', 'pasca', 'nonton', 'hangout', 'eh', 'ini', 'beda', 'ternyata', 'tjoy', 'film', 'ini', 'keren'];['malesan', 'diajak', 'liat', 'the', 'guys', 'karena', 'masih', 'ngerasa', 'duit', 'terbang', 'percuma', 'pasca', 'nonton', 'hangout', 'eh', 'ini', 'beda', 'ternyata', 'tjoy', 'film', 'ini', 'keren'];malesan diajak liat the guys karena masih ngerasa duit terbang percuma pasca nonton hangout eh ini beda ternyata tjoy film ini keren;malesan diajak liat the guys karena masih ngerasa duit terbang percuma pasca nonton hangout eh ini beda ternyata tjoy film ini keren;malesan ajak liat the guys masih ngerasa duit terbang percuma pasca nonton hangout beda nyata tjoy film ini keren
159;159;positive;"Permintaan terbuka untuk warganet Indonesia. Jikalau ada waktu + kesempatan, tontonlah film ""Ziarah"". Salah satu yg terbaik yg pernah ada~ ";permintaan terbuka untuk warganet indonesia jikalau ada waktu kesempatan tontonlah film ziarah salah satu yg terbaik yg pernah ada;['permintaan', 'terbuka', 'untuk', 'warganet', 'indonesia', 'jikalau', 'ada', 'waktu', 'kesempatan', 'tontonlah', 'film', 'ziarah', 'salah', 'satu', 'yg', 'terbaik', 'yg', 'pernah', 'ada'];['permintaan', 'terbuka', 'untuk', 'warganet', 'indonesia', 'jikalau', 'ada', 'waktu', 'kesempatan', 'tontonlah', 'film', 'ziarah', 'salah', 'satu', 'yg', 'terbaik', 'yg', 'pernah', 'ada'];permintaan terbuka untuk warganet indonesia jikalau ada waktu kesempatan tontonlah film ziarah salah satu yg terbaik yg pernah ada;permintaan terbuka untuk warganet indonesia jikalau ada waktu kesempatan tontonlah film ziarah salah satu yg terbaik yg pernah ada;minta buka warganet indonesia jikalau waktu sempat tonton film ziarah salah satu baik pernah
160;160;positive;Sampai hari ini, aku masih terngiang2 Film Critical Eleven, ya Tuhan. Betapa aku banyak belajar dr menonton itu. Hemmmm;sampai hari ini aku masih terngiang film critical eleven ya tuhan betapa aku banyak belajar dr menonton itu hemmmm;['sampai', 'hari', 'ini', 'aku', 'masih', 'terngiang', 'film', 'critical', 'eleven', 'ya', 'tuhan', 'betapa', 'aku', 'banyak', 'belajar', 'dr', 'menonton', 'itu', 'hemmmm'];['sampai', 'hari', 'ini', 'aku', 'masih', 'terngiang', 'film', 'critical', 'eleven', 'ya', 'tuhan', 'betapa', 'aku', 'banyak', 'belajar', 'dr', 'menonton', 'itu', 'hemmmm'];sampai hari ini aku masih terngiang film critical eleven ya tuhan betapa aku banyak belajar dr menonton itu hemmmm;sampai hari ini aku masih terngiang film critical eleven ya tuhan betapa aku banyak belajar dr menonton itu hemmmm;hari aku ngiang film critical eleven tuhan betapa aku banyak ajar dr tonton hemmmm
161;161;positive;habis liat Film kartini yg luar biasa...pemikiran dan gerakan kartini hrs di lanjutkan;habis liat film kartini yg luar biasa pemikiran dan gerakan kartini hrs di lanjutkan;['habis', 'liat', 'film', 'kartini', 'yg', 'luar', 'biasa', 'pemikiran', 'dan', 'gerakan', 'kartini', 'hrs', 'di', 'lanjutkan'];['habis', 'liat', 'film', 'kartini', 'yg', 'luar', 'biasa', 'pemikiran', 'dan', 'gerakan', 'kartini', 'hrs', 'di', 'lanjutkan'];habis liat film kartini yg luar biasa pemikiran dan gerakan kartini hrs di lanjutkan;habis liat film kartini yg luar biasa pemikiran dan gerakan kartini hrs di lanjutkan;habis liat film kartini luar biasa pikir gera kartini hrs lanjut
162;162;positive;#filmkartini @Hanungbramantyo sangat layak utk diapresiasi tinggi. Tak ada gading yg tak retak. Tp cuma retak samar. Film ini BAGUS!;hanungbramantyo sangat layak utk diapresiasi tinggi tak ada gading yg tak retak tp cuma retak samar film ini bagus;['hanungbramantyo', 'sangat', 'layak', 'utk', 'diapresiasi', 'tinggi', 'tak', 'ada', 'gading', 'yg', 'tak', 'retak', 'tp', 'cuma', 'retak', 'samar', 'film', 'ini', 'bagus'];['hanungbramantyo', 'sangat', 'layak', 'utk', 'diapresiasi', 'tinggi', 'tak', 'ada', 'gading', 'yg', 'tak', 'retak', 'tp', 'cuma', 'retak', 'samar', 'film', 'ini', 'bagus'];hanungbramantyo sangat layak utk diapresiasi tinggi tak ada gading yg tak retak tp cuma retak samar film ini bagus;hanungbramantyo sangat layak utk diapresiasi tinggi tak ada gading yg tak retak tp cuma retak samar film ini bagus;hanungbramantyo sangat layak utk apresiasi tinggi tak gading tak retak tp cuma retak samar film bagus
163;163;positive;Di Film Danur, justru yang membuat saya terkesan sosok Asih. Expresi yang datar, tanpa kata membuat penasaran,... http://fb.me/1uxomgQjS;di film danur justru yang membuat saya terkesan sosok asih yang datar tanpa kata membuat penasaran fb meu;['di', 'film', 'danur', 'justru', 'yang', 'membuat', 'saya', 'terkesan', 'sosok', 'asih', 'yang', 'datar', 'tanpa', 'kata', 'membuat', 'penasaran', 'fb', 'meu'];['di', 'film', 'danur', 'justru', 'yang', 'membuat', 'saya', 'terkesan', 'sosok', 'asih', 'yang', 'datar', 'tanpa', 'kata', 'membuat', 'penasaran', 'fb', 'meu'];di film danur justru yang membuat saya terkesan sosok asih yang datar tanpa kata membuat penasaran fb meu;di film danur justru yang membuat saya terkesan sosok asih yang datar tanpa kata membuat penasaran fb meu;film danur justru buat kes sosok asih datar kata buat penasaran fb meu
164;164;positive;Danur seru bangat flm nya Yg blm nonton harap nonton #l4like;danur seru bangat flm nya yg blm nonton harap nonton;['danur', 'seru', 'bangat', 'flm', 'nya', 'yg', 'blm', 'nonton', 'harap', 'nonton'];['danur', 'seru', 'bangat', 'flm', 'nya', 'yg', 'blm', 'nonton', 'harap', 'nonton'];danur seru bangat flm nya yg blm nonton harap nonton;danur seru bangat flm nya yg blm nonton harap nonton;danur seru bangat flm yg blm nonton harap nonton
165;165;positive;Film-film tersebut juga cocok lho ditonton bareng anak Anda. Yuk mulai nonton lagi film berkualitas dari Indonesia #BTInd;film film tersebut juga cocok lho ditonton bareng anak anda yuk mulai nonton lagi film berkualitas dari indonesia;['film', 'film', 'tersebut', 'juga', 'cocok', 'lho', 'ditonton', 'bareng', 'anak', 'anda', 'yuk', 'mulai', 'nonton', 'lagi', 'film', 'berkualitas', 'dari', 'indonesia'];['film', 'film', 'tersebut', 'juga', 'cocok', 'lho', 'ditonton', 'bareng', 'anak', 'anda', 'yuk', 'mulai', 'nonton', 'lagi', 'film', 'berkualitas', 'dari', 'indonesia'];film film tersebut juga cocok lho ditonton bareng anak anda yuk mulai nonton lagi film berkualitas dari indonesia;film film tersebut juga cocok lho ditonton bareng anak anda yuk mulai nonton lagi film berkualitas dari indonesia;film film sebut cocok lho tonton bareng anak yuk mulai nonton film kualitas indonesia
166;166;positive;Gue udah nonton bang, sumpah pecah banget nih film karena berhasil bikin mewek nontonnya ? https://t.co/e9UbwUtbQJ;gue udah nonton bang sumpah pecah banget nih film karena berhasil bikin mewek nontonnya coeubwutbqj;['gue', 'udah', 'nonton', 'bang', 'sumpah', 'pecah', 'banget', 'nih', 'film', 'karena', 'berhasil', 'bikin', 'mewek', 'nontonnya', 'coeubwutbqj'];['gue', 'udah', 'nonton', 'bang', 'sumpah', 'pecah', 'banget', 'nih', 'film', 'karena', 'berhasil', 'bikin', 'mewek', 'nontonnya', 'coeubwutbqj'];gue udah nonton bang sumpah pecah banget nih film karena berhasil bikin mewek nontonnya coeubwutbqj;gue udah nonton bang sumpah pecah banget nih film karena berhasil bikin mewek nontonnya coeubwutbqj;gue udah nonton bang sumpah pecah banget nih film hasil bikin mewek nontonnya coeubwutbqj
167;167;positive;nih film komedi lucu bangt bahasa jawa https://t.co/46I52na21l https://t.co/TopkrZd0DZ;nih film komedi lucu bangt bahasa jawa coinal cotopkrzddz;['nih', 'film', 'komedi', 'lucu', 'bangt', 'bahasa', 'jawa', 'coinal', 'cotopkrzddz'];['nih', 'film', 'komedi', 'lucu', 'bangt', 'bahasa', 'jawa', 'coinal', 'cotopkrzddz'];nih film komedi lucu bangt bahasa jawa coinal cotopkrzddz;nih film komedi lucu bangt bahasa jawa coinal cotopkrzddz;nih film komedi lucu bangt bahasa jawa coinal cotopkrzddz
168;168;positive;Awalnya sih sempet khawatir setiap liat film adaptasi dr novel takut gak sesuai ekspektasi tp #CriticalEleven malah bikin speechless.;awalnya sih sempet khawatir setiap liat film adaptasi dr novel takut gak sesuai ekspektasi tp malah bikin speechless;['awalnya', 'sih', 'sempet', 'khawatir', 'setiap', 'liat', 'film', 'adaptasi', 'dr', 'novel', 'takut', 'gak', 'sesuai', 'ekspektasi', 'tp', 'malah', 'bikin', 'speechless'];['awalnya', 'sih', 'sempet', 'khawatir', 'setiap', 'liat', 'film', 'adaptasi', 'dr', 'novel', 'takut', 'gak', 'sesuai', 'ekspektasi', 'tp', 'malah', 'bikin', 'speechless'];awalnya sih sempet khawatir setiap liat film adaptasi dr novel takut gak sesuai ekspektasi tp malah bikin speechless;awalnya sih sempet khawatir setiap liat film adaptasi dr novel takut gak sesuai ekspektasi tp malah bikin speechless;awal sempet khawatir liat film adaptasi dr novel takut gak sesuai ekspektasi tp malah bikin speechless
169;169;positive;Salah satu film yg gak pernah bikin bosen ditonton berapa kali pun: The Intern. What a lovely movie. @CenayangFilm;salah satu film yg gak pernah bikin bosen ditonton berapa kali pun the intern what lovely movie cenayangfilm;['salah', 'satu', 'film', 'yg', 'gak', 'pernah', 'bikin', 'bosen', 'ditonton', 'berapa', 'kali', 'pun', 'the', 'intern', 'what', 'lovely', 'movie', 'cenayangfilm'];['salah', 'satu', 'film', 'yg', 'gak', 'pernah', 'bikin', 'bosen', 'ditonton', 'berapa', 'kali', 'pun', 'the', 'intern', 'what', 'lovely', 'movie', 'cenayangfilm'];salah satu film yg gak pernah bikin bosen ditonton berapa kali pun the intern what lovely movie cenayangfilm;salah satu film yg gak pernah bikin bosen ditonton berapa kali pun the intern what lovely movie cenayangfilm;salah satu film gak pernah bikin bosen tonton berapa kali the intern what lovely movie cenayangfilm
170;170;positive;Gk nysel aku bg, uda ntn vlog mu yang the guys dri awal smpe akhir, dan akhrnya terbayarkan sama film mu bang kern kli @radityadika seriusan;gk nysel aku bg uda ntn vlog mu yang the guys dri awal smpe akhir dan akhrnya terbayarkan sama film mu bang kern kli radityadika seriusan;['gk', 'nysel', 'aku', 'bg', 'uda', 'ntn', 'vlog', 'mu', 'yang', 'the', 'guys', 'dri', 'awal', 'smpe', 'akhir', 'dan', 'akhrnya', 'terbayarkan', 'sama', 'film', 'mu', 'bang', 'kern', 'kli', 'radityadika', 'seriusan'];['gk', 'nysel', 'aku', 'bg', 'uda', 'ntn', 'vlog', 'mu', 'yang', 'the', 'guys', 'dri', 'awal', 'smpe', 'akhir', 'dan', 'akhrnya', 'terbayarkan', 'sama', 'film', 'mu', 'bang', 'kern', 'kli', 'radityadika', 'seriusan'];gk nysel aku bg uda ntn vlog mu yang the guys dri awal smpe akhir dan akhrnya terbayarkan sama film mu bang kern kli radityadika seriusan;gk nysel aku bg uda ntn vlog mu yang the guys dri awal smpe akhir dan akhrnya terbayarkan sama film mu bang kern kli radityadika seriusan;gk nysel aku bg uda ntn vlog mu the guys dri awal smpe akhir akhrnya bayar sama film mu bang kern kli radityadika serius
171;171;positive;Tadi abis nonton @GetOutMovie. Gokil sih premisnya. Keren lah itu film.;tadi abis nonton getoutmovie gokil sih premisnya keren lah itu film;['tadi', 'abis', 'nonton', 'getoutmovie', 'gokil', 'sih', 'premisnya', 'keren', 'lah', 'itu', 'film'];['tadi', 'abis', 'nonton', 'getoutmovie', 'gokil', 'sih', 'premisnya', 'keren', 'lah', 'itu', 'film'];tadi abis nonton getoutmovie gokil sih premisnya keren lah itu film;tadi abis nonton getoutmovie gokil sih premisnya keren lah itu film;tadi abis nonton getoutmovie gokil premis keren itu film
172;172;positive;@ernestprakasa Slamat koh ernes atas kemenangan film cek toko sebelahnya Kita kuat karna kita beragam bukan seragam;ernestprakasa slamat koh ernes atas kemenangan film cek toko sebelahnya kita kuat karna kita beragam bukan seragam;['ernestprakasa', 'slamat', 'koh', 'ernes', 'atas', 'kemenangan', 'film', 'cek', 'toko', 'sebelahnya', 'kita', 'kuat', 'karna', 'kita', 'beragam', 'bukan', 'seragam'];['ernestprakasa', 'slamat', 'koh', 'ernes', 'atas', 'kemenangan', 'film', 'cek', 'toko', 'sebelahnya', 'kita', 'kuat', 'karna', 'kita', 'beragam', 'bukan', 'seragam'];ernestprakasa slamat koh ernes atas kemenangan film cek toko sebelahnya kita kuat karna kita beragam bukan seragam;ernestprakasa slamat koh ernes atas kemenangan film cek toko sebelahnya kita kuat karna kita beragam bukan seragam;ernestprakasa slamat koh ernes atas menang film cek toko belah kuat karna agam bukan seragam
173;173;positive;ini film keren banget bang Kekeluargaannya, cintanya, persahabatannya, komedinya dpt banget sumpah. Jadi makin cinta sama alfi. @radityadika;ini film keren banget bang kekeluargaannya cintanya persahabatannya komedinya dpt banget sumpah jadi makin cinta sama alfi radityadika;['ini', 'film', 'keren', 'banget', 'bang', 'kekeluargaannya', 'cintanya', 'persahabatannya', 'komedinya', 'dpt', 'banget', 'sumpah', 'jadi', 'makin', 'cinta', 'sama', 'alfi', 'radityadika'];['ini', 'film', 'keren', 'banget', 'bang', 'kekeluargaannya', 'cintanya', 'persahabatannya', 'komedinya', 'dpt', 'banget', 'sumpah', 'jadi', 'makin', 'cinta', 'sama', 'alfi', 'radityadika'];ini film keren banget bang kekeluargaannya cintanya persahabatannya komedinya dpt banget sumpah jadi makin cinta sama alfi radityadika;ini film keren banget bang kekeluargaannya cintanya persahabatannya komedinya dpt banget sumpah jadi makin cinta sama alfi radityadika;film keren banget bang keluarga cinta sahabat komedi dpt banget sumpah jadi makin cinta sama alf radityadika
174;174;positive;Dan tiap scene Reza-Adinia ini selalu gold moment #CriticalEleven. Ini berdua emg dah ditakdirkan jadi pasangan plg cocok di film saat ini.;dan tiap scene reza adinia ini selalu gold moment ini berdua emg dah ditakdirkan jadi pasangan plg cocok di film saat ini;['dan', 'tiap', 'scene', 'reza', 'adinia', 'ini', 'selalu', 'gold', 'moment', 'ini', 'berdua', 'emg', 'dah', 'ditakdirkan', 'jadi', 'pasangan', 'plg', 'cocok', 'di', 'film', 'saat', 'ini'];['dan', 'tiap', 'scene', 'reza', 'adinia', 'ini', 'selalu', 'gold', 'moment', 'ini', 'berdua', 'emg', 'dah', 'ditakdirkan', 'jadi', 'pasangan', 'plg', 'cocok', 'di', 'film', 'saat', 'ini'];dan tiap scene reza adinia ini selalu gold moment ini berdua emg dah ditakdirkan jadi pasangan plg cocok di film saat ini;dan tiap scene reza adinia ini selalu gold moment ini berdua emg dah ditakdirkan jadi pasangan plg cocok di film saat ini;tiap scene reza adinia selalu gold moment dua emg dah takdir jadi pasang plg cocok film ini
175;175;positive;Film yang keren, pemainnya menggembirakan meski banyak penonton menangis. #kartini;film yang keren pemainnya menggembirakan meski banyak penonton menangis;['film', 'yang', 'keren', 'pemainnya', 'menggembirakan', 'meski', 'banyak', 'penonton', 'menangis'];['film', 'yang', 'keren', 'pemainnya', 'menggembirakan', 'meski', 'banyak', 'penonton', 'menangis'];film yang keren pemainnya menggembirakan meski banyak penonton menangis;film yang keren pemainnya menggembirakan meski banyak penonton menangis;film keren main gembira meski banyak tonton menang
176;176;positive;RT @GreatBos: Jarang nonton movie Indonesia Tapi. Yang judulnya Syahadat Cinta, bagus Pemirsa, Recommended .. Jalan ceritanya SERU! .. Hoo…;greatbos jarang nonton movie indonesia tapi yang judulnya syahadat cinta bagus pemirsa recommended jalan ceritanya seru hoo;['greatbos', 'jarang', 'nonton', 'movie', 'indonesia', 'tapi', 'yang', 'judulnya', 'syahadat', 'cinta', 'bagus', 'pemirsa', 'recommended', 'jalan', 'ceritanya', 'seru', 'hoo'];['greatbos', 'jarang', 'nonton', 'movie', 'indonesia', 'tapi', 'yang', 'judulnya', 'syahadat', 'cinta', 'bagus', 'pemirsa', 'recommended', 'jalan', 'ceritanya', 'seru', 'hoo'];greatbos jarang nonton movie indonesia tapi yang judulnya syahadat cinta bagus pemirsa recommended jalan ceritanya seru hoo;greatbos jarang nonton movie indonesia tapi yang judulnya syahadat cinta bagus pemirsa recommended jalan ceritanya seru hoo;greatbos jarang nonton movie indonesia yang judul syahadat cinta bagus pirsa recommended jalan cerita seru hoo
177;177;positive;ASTAGAH! FILM FAVORIT KELUAR LAGI LANJUTANNYA. ;astagah film favorit keluar lagi lanjutannya;['astagah', 'film', 'favorit', 'keluar', 'lagi', 'lanjutannya'];['astagah', 'film', 'favorit', 'keluar', 'lagi', 'lanjutannya'];astagah film favorit keluar lagi lanjutannya;astagah film favorit keluar lagi lanjutannya;astagah film favorit keluar lanjut
178;178;positive;Masih belun moveon dari #CriticalEleven dan ini bikin saya belajar satu hal. Buku yg diadaptasi ke film, gak bisa kita samakan kualitasnya;masih belun moveon dari dan ini bikin saya belajar satu hal buku yg diadaptasi ke film gak bisa kita samakan kualitasnya;['masih', 'belun', 'moveon', 'dari', 'dan', 'ini', 'bikin', 'saya', 'belajar', 'satu', 'hal', 'buku', 'yg', 'diadaptasi', 'ke', 'film', 'gak', 'bisa', 'kita', 'samakan', 'kualitasnya'];['masih', 'belun', 'moveon', 'dari', 'dan', 'ini', 'bikin', 'saya', 'belajar', 'satu', 'hal', 'buku', 'yg', 'diadaptasi', 'ke', 'film', 'gak', 'bisa', 'kita', 'samakan', 'kualitasnya'];masih belun moveon dari dan ini bikin saya belajar satu hal buku yg diadaptasi ke film gak bisa kita samakan kualitasnya;masih belun moveon dari dan ini bikin saya belajar satu hal buku yg diadaptasi ke film gak bisa kita samakan kualitasnya;bun moveon dan bikin ajar satu buku adaptasi film gak kita sama kualitas
179;179;positive;Sudah nonton Critical Eleven. Menyenangkan kok, masuk kategori film Indonesia yang wajib tonton lah.;sudah nonton critical eleven menyenangkan kok masuk kategori film indonesia yang wajib tonton lah;['sudah', 'nonton', 'critical', 'eleven', 'menyenangkan', 'kok', 'masuk', 'kategori', 'film', 'indonesia', 'yang', 'wajib', 'tonton', 'lah'];['sudah', 'nonton', 'critical', 'eleven', 'menyenangkan', 'kok', 'masuk', 'kategori', 'film', 'indonesia', 'yang', 'wajib', 'tonton', 'lah'];sudah nonton critical eleven menyenangkan kok masuk kategori film indonesia yang wajib tonton lah;sudah nonton critical eleven menyenangkan kok masuk kategori film indonesia yang wajib tonton lah;nonton critical eleven senang kok masuk kategori film indonesia wajib tonton
180;180;positive;nah ini. coba nonton filmnya deh. asik parah ;nah ini coba nonton filmnya deh asik parah;['nah', 'ini', 'coba', 'nonton', 'filmnya', 'deh', 'asik', 'parah'];['nah', 'ini', 'coba', 'nonton', 'filmnya', 'deh', 'asik', 'parah'];nah ini coba nonton filmnya deh asik parah;nah ini coba nonton filmnya deh asik parah;nah coba nonton film deh asik parah
181;181;positive;@unaazizah @yanskii Film keren;unaazizah yanskii film keren;['unaazizah', 'yanskii', 'film', 'keren'];['unaazizah', 'yanskii', 'film', 'keren'];unaazizah yanskii film keren;unaazizah yanskii film keren;unaazizah yanskii film keren
182;182;positive;Lebih suka film yang bentar tapi menarik #DhikeFact;lebih suka film yang bentar tapi menarik;['lebih', 'suka', 'film', 'yang', 'bentar', 'tapi', 'menarik'];['lebih', 'suka', 'film', 'yang', 'bentar', 'tapi', 'menarik'];lebih suka film yang bentar tapi menarik;lebih suka film yang bentar tapi menarik;lebih suka film bentar tarik
183;183;positive;ga sabar nunggu Bluray nya. pasti banyak special feature yang keren. lebih lucu kalo ada bloopernya;ga sabar nunggu bluray nya pasti banyak special feature yang keren lebih lucu kalo ada bloopernya;['ga', 'sabar', 'nunggu', 'bluray', 'nya', 'pasti', 'banyak', 'special', 'feature', 'yang', 'keren', 'lebih', 'lucu', 'kalo', 'ada', 'bloopernya'];['ga', 'sabar', 'nunggu', 'bluray', 'nya', 'pasti', 'banyak', 'special', 'feature', 'yang', 'keren', 'lebih', 'lucu', 'kalo', 'ada', 'bloopernya'];ga sabar nunggu bluray nya pasti banyak special feature yang keren lebih lucu kalo ada bloopernya;ga sabar nunggu bluray nya pasti banyak special feature yang keren lebih lucu kalo ada bloopernya;ga sabar nunggu bluray pasti banyak special feature keren lebih lucu kalo bloopernya
184;184;positive;Film The Guys wajib ditonton bagi kamu yang sayang orang tua, sahabat yang baik, creatif dan cinta kebebasan. Kereen bgt kak @radityadika;film the guys wajib ditonton bagi kamu yang sayang orang tua sahabat yang baik creatif dan cinta kebebasan kereen bgt kak radityadika;['film', 'the', 'guys', 'wajib', 'ditonton', 'bagi', 'kamu', 'yang', 'sayang', 'orang', 'tua', 'sahabat', 'yang', 'baik', 'creatif', 'dan', 'cinta', 'kebebasan', 'kereen', 'bgt', 'kak', 'radityadika'];['film', 'the', 'guys', 'wajib', 'ditonton', 'bagi', 'kamu', 'yang', 'sayang', 'orang', 'tua', 'sahabat', 'yang', 'baik', 'creatif', 'dan', 'cinta', 'kebebasan', 'kereen', 'bgt', 'kak', 'radityadika'];film the guys wajib ditonton bagi kamu yang sayang orang tua sahabat yang baik creatif dan cinta kebebasan kereen bgt kak radityadika;film the guys wajib ditonton bagi kamu yang sayang orang tua sahabat yang baik creatif dan cinta kebebasan kereen bgt kak radityadika;film the guys wajib tonton kamu sayang orang tua sahabat baik creatif cinta bebas kereen bgt kak radityadika
